index,seed,N,baseline_last_clear_s,c_last_clear_s,delta_c_minus_baseline_s
613,1713000613,11,8418.297566,8422.563936,4.266370000001189
614,1713000614,15,9120.150586,9247.47751,127.32692400000087
615,1713000615,15,8382.390287,7314.889819,-1067.5004680000002
616,1713000616,13,10679.078251,9978.232463,-700.8457880000005
617,1713000617,15,7564.541302,7564.541302,0.0
618,1713000618,15,2473.838537,2603.242622,129.40408500000012
619,1713000619,12,10373.199664,10373.199664,0.0
620,1713000620,10,9647.316984,9516.336129,-130.9808549999998
621,1713000621,13,11186.387364,11186.387364,0.0
622,1713000622,15,7950.13761,9357.829746,1407.6921359999997
623,1713000623,15,11301.381351,11224.932363,-76.4489880000001
624,1713000624,14,12843.451386,12167.515821,-675.9355649999998
625,1713000625,16,4945.303946,4945.303946,0.0
626,1713000626,11,8914.017261,8876.503526,-37.51373500000045
627,1713000627,12,12677.979759,11749.733575,-928.2461839999996
628,1713000628,10,7666.922023,7666.922023,0.0
629,1713000629,15,10013.613777,8470.390896,-1543.2228809999997
630,1713000630,13,10350.477819,10377.307788,26.829969000000347
631,1713000631,10,7738.30537,7738.30537,0.0
632,1713000632,11,9585.369506,7784.433719,-1800.9357869999994
633,1713000633,12,10536.77805,10536.77805,0.0
634,1713000634,16,2826.402709,2822.377765,-4.024943999999778
635,1713000635,13,11287.998959,11287.998959,0.0
636,1713000636,16,13418.833782,12505.076785,-913.7569970000004
637,1713000637,10,6319.679067,6319.679067,0.0
638,1713000638,11,9609.825279,9505.062376,-104.76290300000073
639,1713000639,10,17190.122294,17157.610399,-32.51189499999964
640,1713000640,14,8469.355572,9725.504934,1256.149362
641,1713000641,13,9426.498834,9426.498834,0.0
642,1713000642,10,10443.359236,10941.264014,497.9047780000001
643,1713000643,12,9528.92071,9528.92071,0.0
644,1713000644,15,5672.599477,9742.401723,4069.802246000001
645,1713000645,15,8570.924073,8570.924073,0.0
646,1713000646,13,2510.828872,2510.828872,0.0
647,1713000647,10,8343.939343,8343.939343,0.0
648,1713000648,13,8305.173503,8305.173503,0.0
649,1713000649,16,7520.57162,7520.57162,0.0
650,1713000650,11,2821.998549,2788.391803,-33.60674599999993
651,1713000651,15,13474.091909,14014.208313,540.1164039999985
652,1713000652,10,8711.395267,8212.456371,-498.93889599999966
653,1713000653,11,9380.950969,9380.950969,0.0
654,1713000654,16,1524.652586,1524.652586,0.0
655,1713000655,14,10246.877119,10246.877119,0.0
656,1713000656,10,6981.65266,6899.748733,-81.90392699999938
657,1713000657,11,9414.945912,9266.163531,-148.78238099999908
658,1713000658,15,3195.965028,3249.486354,53.521326000000045
659,1713000659,13,8751.389054,8751.389054,0.0
660,1713000660,12,8690.023762,9426.586273,736.5625110000001
661,1713000661,13,7060.841074,7128.662023,67.82094899999993
662,1713000662,16,3221.712066,3190.545393,-31.166673000000173
663,1713000663,15,9365.22954,9365.22954,0.0
664,1713000664,16,4399.05011,4354.843807,-44.206302999999934
665,1713000665,11,9092.140624,9092.140624,0.0
666,1713000666,13,9173.90013,8568.500021,-605.4001090000002
667,1713000667,11,9197.107601,9197.107601,0.0
668,1713000668,16,5057.782117,5432.646146,374.8640290000003
669,1713000669,10,8158.644165,8158.644165,0.0
670,1713000670,14,7882.51163,2364.792903,-5517.7187269999995
671,1713000671,11,9359.777918,9359.777918,0.0
672,1713000672,13,7910.775948,9500.558181,1589.782233
673,1713000673,13,10030.075447,9863.202328,-166.87311899999986
674,1713000674,10,7500.041636,7398.014144,-102.02749200000017
675,1713000675,15,11734.521019,11728.892232,-5.628786999999647
676,1713000676,11,4295.285655,7420.28948,3125.0038250000007
677,1713000677,10,9545.48501,9545.48501,0.0
678,1713000678,12,8586.817177,8586.817177,0.0
679,1713000679,15,10655.769487,10655.769487,0.0
680,1713000680,10,11386.889776,11386.889776,0.0
681,1713000681,15,11862.786992,11862.786992,0.0
682,1713000682,11,1940.533384,1940.533384,0.0
683,1713000683,11,6834.493574,6834.493574,0.0
684,1713000684,10,10665.087582,8200.956435,-2464.131147
685,1713000685,13,7911.031185,7790.927286,-120.10389899999973
686,1713000686,16,1427.620369,1403.497126,-24.123243000000002
687,1713000687,15,15428.211267,15428.211267,0.0
688,1713000688,15,6383.564836,5568.619532,-814.9453039999999
689,1713000689,11,6503.781144,6503.781144,0.0
690,1713000690,12,12025.200717,12179.179321,153.9786039999999
691,1713000691,16,9538.028898,9538.028898,0.0
692,1713000692,13,10127.255227,8899.721115,-1227.5341119999994
693,1713000693,11,10867.019418,10431.103025,-435.9163929999995
694,1713000694,15,1876.516544,1876.516544,0.0
695,1713000695,14,9724.686929,9724.686929,0.0
696,1713000696,11,11798.478585,11389.222782,-409.255803
697,1713000697,15,5613.066677,5613.066677,0.0
698,1713000698,16,3389.045564,2789.266032,-599.779532
699,1713000699,14,17454.107161,17454.107161,0.0
700,1713000700,12,8402.364436,7946.390222,-455.97421399999985
701,1713000701,13,6280.503898,6280.503898,0.0
702,1713000702,15,9972.485886,9909.127303,-63.35858300000109
703,1713000703,10,9996.458654,9996.458654,0.0
704,1713000704,13,9991.542139,10161.93404,170.39190100000087
705,1713000705,15,10041.025251,10023.848986,-17.17626499999824
706,1713000706,14,2002.42952,2261.158731,258.7292110000001
707,1713000707,15,8660.537331,8660.537331,0.0
708,1713000708,12,10544.788126,10161.832487,-382.9556389999998
709,1713000709,16,4813.126063,4813.126063,0.0
710,1713000710,15,1347.619709,1260.536005,-87.08370400000013
711,1713000711,16,14899.692521,14899.692521,0.0
712,1713000712,14,7882.194134,8832.469512,950.2753779999994
713,1713000713,11,11805.834045,11620.583949,-185.25009599999976
714,1713000714,12,2584.091768,4156.199378,1572.1076100000005
715,1713000715,15,8863.907538,8845.583886,-18.32365199999913
716,1713000716,13,10915.428753,11419.042105,503.6133520000003
717,1713000717,15,11845.37843,11845.37843,0.0
718,1713000718,15,2782.291719,2949.732636,167.44091700000035
719,1713000719,13,9818.002895,9804.255048,-13.747846999998728
720,1713000720,14,9335.68598,9335.68598,0.0
721,1713000721,10,6469.149901,6469.149901,0.0
722,1713000722,12,4891.667067,4955.03306,63.365992999999435
723,1713000723,13,13276.281016,13250.050961,-26.230054999999993
724,1713000724,10,8971.742283,9045.520437,73.77815399999963
725,1713000725,10,8939.603678,8656.828029,-282.77564899999925
726,1713000726,14,10315.420854,10252.372789,-63.04806500000086
727,1713000727,14,8896.71804,8896.71804,0.0
728,1713000728,12,9447.026334,5275.781338,-4171.244996
729,1713000729,16,11525.951929,11525.951929,0.0
730,1713000730,16,2487.937055,2445.077463,-42.85959199999979
731,1713000731,15,8175.04904,8157.796565,-17.25247500000023
732,1713000732,12,9665.208105,10368.590022,703.3819170000006
733,1713000733,10,8894.684538,8636.069861,-258.6146769999996
734,1713000734,16,2732.348188,2745.464429,13.116241000000173
735,1713000735,16,7890.587701,7890.587701,0.0
736,1713000736,15,7535.205954,7905.19623,369.99027599999954
737,1713000737,10,9631.947229,9631.947229,0.0
738,1713000738,11,11376.006121,10780.960138,-595.045983
739,1713000739,14,9471.647038,9392.633548,-79.01348999999936
740,1713000740,13,9923.116352,9181.045759,-742.0705929999986
741,1713000741,15,14131.625029,14366.190076,234.56504700000005
742,1713000742,11,5734.574095,5723.952237,-10.62185799999952
743,1713000743,10,8440.681268,8440.681268,0.0
744,1713000744,14,9772.044697,9772.044697,0.0
745,1713000745,11,6889.028946,6889.028946,0.0
746,1713000746,16,2105.535198,2069.243965,-36.29123299999992
747,1713000747,15,12951.774983,12981.640569,29.865585999999894
748,1713000748,16,4586.271522,4586.271522,0.0
749,1713000749,14,9157.888676,9157.888676,0.0
750,1713000750,12,11306.456889,11047.449979,-259.00690999999824
751,1713000751,14,8844.531152,8844.531152,0.0
752,1713000752,16,6631.545319,9248.065322,2616.5200030000005
753,1713000753,11,11232.423133,11232.423133,0.0
754,1713000754,14,7207.790121,5407.727461,-1800.0626599999996
755,1713000755,15,10471.910045,10545.520927,73.61088199999904
756,1713000756,14,12003.153292,10881.284924,-1121.8683680000013
757,1713000757,10,7535.464415,7535.464415,0.0
758,1713000758,16,7102.748199,7103.043425,0.2952260000001843
759,1713000759,14,12109.641937,12175.504702,65.86276499999985
760,1713000760,11,9228.981703,9228.981703,0.0
761,1713000761,10,8102.85986,8072.503463,-30.35639699999956
762,1713000762,15,12862.163237,12970.494194,108.33095700000013
763,1713000763,13,6593.517972,6593.517972,0.0
764,1713000764,13,10815.389111,10441.331063,-374.0580480000008
765,1713000765,15,11038.872133,11038.872133,0.0
766,1713000766,13,1597.75879,1628.366129,30.60733899999991
767,1713000767,13,10537.614032,10263.417883,-274.1961489999994
768,1713000768,10,8679.671846,8525.599059,-154.07278699999915
769,1713000769,14,6527.653084,6527.653084,0.0
770,1713000770,14,9779.06342,9601.638531,-177.4248889999999
771,1713000771,15,13423.50503,13423.50503,0.0
772,1713000772,16,9816.933939,8567.456994,-1249.4769450000003
773,1713000773,15,7064.752203,7143.78562,79.03341699999964
774,1713000774,16,2843.335914,3671.215766,827.879852
775,1713000775,14,10415.302668,10415.302668,0.0
776,1713000776,11,9988.700545,8910.308992,-1078.3915529999995
777,1713000777,13,8596.719615,8569.617828,-27.101786999999604
778,1713000778,10,3356.035869,3356.035869,0.0
779,1713000779,12,9635.348366,9635.348366,0.0
780,1713000780,12,11492.816921,11667.044785,174.2278640000004
781,1713000781,16,8174.519876,8174.519876,0.0
782,1713000782,13,2181.980458,2437.198996,255.21853800000008
783,1713000783,13,7908.195401,7908.195401,0.0
784,1713000784,11,9334.581156,7089.550318,-2245.0308380000006
785,1713000785,11,10337.941142,10298.947871,-38.99327099999937
786,1713000786,11,10464.842062,10723.475537,258.63347500000054
787,1713000787,11,7094.79359,7094.79359,0.0
788,1713000788,12,6704.953566,9810.369817,3105.4162510000006
789,1713000789,10,12116.858653,12116.858653,0.0
790,1713000790,15,1322.742492,1373.96998,51.227487999999994
791,1713000791,16,5832.485977,5832.485977,0.0
792,1713000792,13,10448.550489,10584.924641,136.37415200000032
793,1713000793,12,8108.91582,8108.91582,0.0
794,1713000794,14,3604.611279,3557.406881,-47.20439800000031
795,1713000795,11,13005.830167,12037.756665,-968.0735019999993
796,1713000796,12,9877.547471,7116.915357,-2760.632114
797,1713000797,11,8571.968628,8571.968628,0.0
798,1713000798,16,5211.091465,5175.898955,-35.192510000000766
799,1713000799,11,10241.524586,10238.762295,-2.762290999999095
800,1713000800,12,5187.63601,5232.925859,45.289848999999776
801,1713000801,10,10053.844727,10081.548411,27.703684000000067
802,1713000802,15,4564.87788,4597.035554,32.15767400000004
803,1713000803,16,9955.296125,9955.296125,0.0
804,1713000804,15,13744.14413,13266.425211,-477.7189190000008
805,1713000805,15,7935.59423,7935.59423,0.0
806,1713000806,10,8244.000808,8213.380115,-30.620693000000756
807,1713000807,16,11882.346447,11902.587938,20.24149100000068
808,1713000808,14,6199.445748,8205.830517,2006.3847690000002
809,1713000809,12,6579.640883,6579.640883,0.0
810,1713000810,12,10279.488964,11137.484648,857.9956839999995
811,1713000811,12,9732.767124,9732.767124,0.0
812,1713000812,16,6369.385541,7019.275871,649.8903300000002
813,1713000813,13,11054.705582,11054.705582,0.0
814,1713000814,11,2403.008824,2620.375374,217.3665500000002
815,1713000815,14,8882.244056,8832.543986,-49.70006999999896
816,1713000816,11,11718.517652,12224.351688,505.8340360000002
817,1713000817,12,9379.478629,9264.960798,-114.5178309999992
818,1713000818,12,9635.425385,10151.149647,515.7242619999997
819,1713000819,12,12249.849541,12249.849541,0.0
820,1713000820,10,9612.307313,8062.427671,-1549.879641999999
821,1713000821,10,9386.824472,9386.824472,0.0
822,1713000822,16,4705.118278,4467.748612,-237.3696659999996
823,1713000823,11,9875.740862,9871.286041,-4.454821000001175
824,1713000824,16,7129.477656,8686.1308,1556.6531440000008
825,1713000825,11,8509.884193,8509.884193,0.0
826,1713000826,14,4131.322477,1831.180018,-2300.1424589999997
827,1713000827,15,9217.427951,8892.73202,-324.6959310000002
828,1713000828,14,9044.508687,9837.550144,793.0414570000012
829,1713000829,14,10660.973912,10660.973912,0.0
830,1713000830,11,9601.412417,11184.47476,1583.0623429999996
831,1713000831,12,10539.691375,10539.691375,0.0
832,1713000832,13,8809.162659,7825.621332,-983.5413269999999
833,1713000833,12,8812.814878,8816.363128,3.5482500000016444
834,1713000834,11,1680.493455,1737.658875,57.16542000000004
835,1713000835,12,9135.397356,9135.397356,0.0
836,1713000836,15,7647.572594,7710.61707,63.04447600000003
837,1713000837,15,10696.538569,9620.593833,-1075.9447359999995
838,1713000838,14,5336.067148,8598.793793,3262.7266450000006
839,1713000839,15,9921.336105,9974.412431,53.076326000000336
840,1713000840,12,9950.437673,9950.437673,0.0
841,1713000841,13,5749.846421,5750.561789,0.7153680000001259
842,1713000842,11,2074.926953,5383.28761,3308.360657
843,1713000843,11,15162.609379,15162.609379,0.0
844,1713000844,16,7755.021851,7162.232381,-592.7894700000006
845,1713000845,16,5109.852779,5109.852779,0.0
846,1713000846,11,9002.214779,9319.556201,317.3414219999995
847,1713000847,11,6443.268688,6443.268688,0.0
848,1713000848,15,8037.05168,5231.848206,-2805.203474
849,1713000849,15,11774.026325,11746.213517,-27.812808000000587
850,1713000850,10,1866.30222,1866.30222,0.0
851,1713000851,12,9639.147735,9639.147735,0.0
852,1713000852,12,10434.96692,10234.529127,-200.43779300000097
853,1713000853,10,7875.818977,7875.818977,0.0
854,1713000854,16,1721.572133,1721.572133,0.0
855,1713000855,15,8919.030958,8919.030958,0.0
856,1713000856,11,9614.881179,8670.513667,-944.3675120000007
857,1713000857,16,7606.91822,7606.91822,0.0
858,1713000858,10,10246.838195,10256.320605,9.482410000000527
859,1713000859,16,7120.680398,7120.680398,0.0
860,1713000860,10,4333.715572,10192.081253,5858.365681
861,1713000861,14,11129.247375,11129.247375,0.0
862,1713000862,16,2687.609932,2717.310692,29.700760000000173
863,1713000863,11,10881.928328,10881.928328,0.0
864,1713000864,12,11978.422182,10494.246248,-1484.1759340000008
865,1713000865,11,8914.29199,8639.54764,-274.74434999999903
866,1713000866,10,9843.190841,9851.171991,7.981149999999616
867,1713000867,13,11283.376092,11173.545684,-109.8304079999998
868,1713000868,14,9998.03544,7805.206431,-2192.829009
869,1713000869,14,9421.594616,9110.39987,-311.19474600000103
870,1713000870,10,10556.412994,10817.812768,261.3997739999995
871,1713000871,15,9584.0746,9565.755589,-18.31901099999959
872,1713000872,14,9480.658589,9480.658589,0.0
873,1713000873,14,11704.528629,11587.372015,-117.15661399999954
874,1713000874,15,6274.540459,6279.699063,5.158604000000196
875,1713000875,12,10903.465123,10923.766397,20.301273999999466
876,1713000876,11,9183.163935,9227.499028,44.33509299999969
877,1713000877,14,10584.371613,10622.394713,38.02310000000034
878,1713000878,11,1842.697648,1824.83763,-17.860018000000082
879,1713000879,14,11588.672143,11026.437186,-562.2349570000006
880,1713000880,14,8489.433633,8489.433633,0.0
881,1713000881,13,10896.472676,11125.791216,229.3185400000002
882,1713000882,15,13390.497885,12445.112605,-945.3852800000004
883,1713000883,13,6949.11295,6949.11295,0.0
884,1713000884,14,9694.531455,9528.821621,-165.70983400000114
885,1713000885,10,10589.843946,10899.770625,309.92667899999833
886,1713000886,14,3108.667082,3026.265036,-82.40204600000015
887,1713000887,13,9249.518424,9013.621092,-235.89733200000046
888,1713000888,10,9702.28192,11705.126444,2002.844524
889,1713000889,13,9226.459368,9226.459368,0.0
890,1713000890,14,6315.129575,5496.404784,-818.7247909999996
891,1713000891,11,11887.462958,11887.462958,0.0
892,1713000892,10,8042.917421,9435.108734,1392.1913129999994
893,1713000893,15,9853.091017,9721.577864,-131.51315299999987
894,1713000894,13,7866.553222,7877.730117,11.176895000000513
895,1713000895,15,11483.715005,11470.143809,-13.571196000000782
896,1713000896,13,8108.11036,9535.900689,1427.7903290000004
897,1713000897,10,13040.861968,13040.861968,0.0
898,1713000898,13,4464.612752,8567.069529,4102.456777
899,1713000899,13,10262.446868,10230.955259,-31.491609000000608
900,1713000900,10,10941.62453,10200.372891,-741.2516389999982
901,1713000901,11,10299.57135,10299.57135,0.0
902,1713000902,13,7139.967894,7139.967894,0.0
903,1713000903,13,14097.636363,14081.812903,-15.823459999999614
904,1713000904,13,10187.742161,9995.504041,-192.23811999999998
905,1713000905,15,7807.663308,7585.470212,-222.19309599999997
906,1713000906,14,8510.160508,8724.919422,214.758914
907,1713000907,16,8894.020068,8894.020068,0.0
908,1713000908,16,6133.978638,5381.519265,-752.4593729999997
909,1713000909,14,10285.630991,10285.630991,0.0
910,1713000910,16,2517.803459,2615.281849,97.47838999999976
911,1713000911,15,8143.193175,8143.193175,0.0
912,1713000912,11,12004.627226,11838.656472,-165.97075399999994
913,1713000913,16,8116.13409,8061.938766,-54.195323999999346
914,1713000914,13,6143.749609,8342.964702,2199.215092999999
915,1713000915,13,11934.519082,11855.198648,-79.32043400000111
916,1713000916,10,9829.338406,7451.758878,-2377.579528000001
917,1713000917,13,10706.266593,10706.266593,0.0
918,1713000918,15,3758.121145,3702.583368,-55.537777000000006
919,1713000919,10,8512.117403,8512.117403,0.0
920,1713000920,13,8243.766819,8905.456995,661.6901760000001
921,1713000921,15,10375.338141,10375.338141,0.0
922,1713000922,12,6629.280774,2232.583092,-4396.697682
923,1713000923,12,9823.949273,9823.949273,0.0
924,1713000924,15,12287.447323,13878.923657,1591.476333999999
925,1713000925,12,8276.442444,8276.442444,0.0
926,1713000926,13,2698.816285,2691.852634,-6.963651000000027
927,1713000927,15,18298.466902,18165.396876,-133.07002600000123
928,1713000928,15,9866.479347,9645.101834,-221.37751300000127
929,1713000929,16,9823.602889,9823.602889,0.0
930,1713000930,12,10499.413259,10539.926259,40.51299999999901
931,1713000931,16,9752.952863,9683.133773,-69.81909000000087
932,1713000932,16,8070.780672,8070.780672,0.0
933,1713000933,16,6929.104895,6929.104895,0.0
934,1713000934,13,1635.221296,1519.841194,-115.38010199999985
935,1713000935,16,10557.481447,10557.481447,0.0
936,1713000936,11,10508.65721,10508.65721,0.0
937,1713000937,14,9308.991225,9308.991225,0.0
938,1713000938,13,5956.468918,6064.182537,107.71361900000011
939,1713000939,16,12230.376716,11546.531894,-683.8448220000009
940,1713000940,15,6923.201722,7073.790333,150.58861100000013
941,1713000941,10,10472.219181,10472.219181,0.0
942,1713000942,10,9875.835927,9881.492136,5.656209000000672
943,1713000943,15,11007.035202,11007.035202,0.0
944,1713000944,13,6066.822641,7106.174099,1039.351458
945,1713000945,12,7647.872121,7647.872121,0.0
946,1713000946,14,7977.138901,7977.138901,0.0
947,1713000947,12,9947.214795,9947.214795,0.0
948,1713000948,12,9722.619333,9082.333472,-640.2858610000003
949,1713000949,15,6711.176812,6711.176812,0.0
950,1713000950,12,1663.292341,1710.442999,47.15065800000002
951,1713000951,10,15677.085842,15622.803495,-54.2823470000003
952,1713000952,14,5406.871875,6670.2748,1263.4029250000003
953,1713000953,13,9999.644312,9999.644312,0.0
954,1713000954,10,1491.915888,1528.317641,36.4017530000001
955,1713000955,11,9114.460919,9114.460919,0.0
956,1713000956,13,3996.871261,7474.916026,3478.044765
957,1713000957,16,9209.45582,9269.785841,60.33002100000158
958,1713000958,12,2279.492457,5386.163587,3106.67113
959,1713000959,11,11101.297723,11093.818941,-7.4787820000001375
960,1713000960,15,10873.563752,10744.43958,-129.12417199999982
961,1713000961,10,9734.953948,9734.953948,0.0
962,1713000962,10,2521.80156,2715.509381,193.70782099999997
963,1713000963,16,12922.968642,12910.205875,-12.762767000000167
964,1713000964,11,7757.953341,7757.953341,0.0
965,1713000965,16,8301.957754,8387.732112,85.77435800000057
966,1713000966,15,1917.245965,1921.012817,3.7668519999999717
967,1713000967,15,8354.810919,8354.810919,0.0
968,1713000968,10,10184.688651,9435.839589,-748.8490620000011
969,1713000969,12,9977.157068,9972.20992,-4.947148000001107
970,1713000970,13,7531.680709,4996.710395,-2534.970314
971,1713000971,10,11609.012341,11542.345268,-66.66707300000053
972,1713000972,11,11296.2473,12141.108441,844.8611409999994
973,1713000973,13,8147.423245,8147.423245,0.0
974,1713000974,12,2313.212997,2313.212997,0.0
975,1713000975,13,10063.759974,10025.849696,-37.9102780000012
976,1713000976,13,7043.12516,7043.12516,0.0
977,1713000977,14,9569.906157,9569.906157,0.0
978,1713000978,14,11762.897154,11597.64433,-165.25282400000106
979,1713000979,15,10096.091055,10208.032584,111.94152899999972
980,1713000980,14,9606.572888,6718.26726,-2888.305628000001
981,1713000981,14,10189.065383,10163.279072,-25.78631099999984
982,1713000982,10,6474.135869,1679.401773,-4794.734096
983,1713000983,15,13704.813908,13718.92953,14.115621999999348
984,1713000984,16,10645.68394,10829.410949,183.72700899999836
985,1713000985,12,9374.576952,9374.576952,0.0
986,1713000986,15,1444.608916,1448.953742,4.344826000000012
987,1713000987,13,10118.839696,10118.839696,0.0
988,1713000988,12,10053.98214,7268.899168,-2785.082972
989,1713000989,12,10899.957695,10978.016545,78.05885000000126
990,1713000990,16,1994.800242,1834.60752,-160.192722
991,1713000991,15,7960.058634,7960.058634,0.0
992,1713000992,15,6734.461616,6142.826298,-591.6353179999996
993,1713000993,11,12636.261503,12602.777647,-33.48385599999892
994,1713000994,14,2731.290696,1741.914376,-989.3763200000001
995,1713000995,12,12066.174123,11628.763624,-437.41049900000144
996,1713000996,12,13552.574932,13552.574932,0.0
997,1713000997,14,9599.256586,9599.256586,0.0
998,1713000998,12,2425.66476,2784.741586,359.076826
999,1713000999,14,15841.965379,14794.445769,-1047.5196099999994
1000,1713001000,14,8441.050407,8510.133243,69.08283599999959
1001,1713001001,11,11153.578904,11134.388519,-19.19038499999988
1002,1713001002,10,9511.17014,9511.17014,0.0
1003,1713001003,10,9669.652607,9669.652607,0.0
1004,1713001004,12,9247.907565,4699.873402,-4548.034162999999
1005,1713001005,10,12053.192032,12011.791289,-41.40074300000015
1006,1713001006,13,7061.333708,7055.305695,-6.028013000000101
1007,1713001007,10,11552.608015,11539.108744,-13.49927100000059
1008,1713001008,11,11863.651401,12112.593576,248.94217500000013
1009,1713001009,14,9074.575983,9046.869017,-27.70696599999974
1010,1713001010,12,1610.078498,1589.051171,-21.027327000000014
1011,1713001011,14,13930.552308,13844.185123,-86.36718500000097
1012,1713001012,12,8868.215911,6102.448146,-2765.7677649999996
1013,1713001013,12,7300.115778,7316.407055,16.291276999999354
1014,1713001014,10,10363.542639,9320.997636,-1042.5450029999993
1015,1713001015,12,8724.920988,8751.200191,26.279203000000052
1016,1713001016,15,6833.855952,6879.80671,45.95075799999995
1017,1713001017,15,8370.104947,8370.104947,0.0
1018,1713001018,12,1556.025182,3936.836092,2380.81091
1019,1713001019,14,9736.97874,9736.97874,0.0
1020,1713001020,13,6968.107267,7011.364502,43.25723500000004
1021,1713001021,11,8835.544268,8814.230927,-21.313340999999127
1022,1713001022,13,1991.096157,1984.728091,-6.368065999999999
1023,1713001023,13,11105.881235,11105.881235,0.0
1024,1713001024,15,5587.001025,6479.025787,892.024762
1025,1713001025,15,9393.749038,9393.749038,0.0
1026,1713001026,14,10126.779379,10126.779379,0.0
1027,1713001027,13,7964.723443,7964.723443,0.0
1028,1713001028,15,9493.202748,7972.470479,-1520.732269
1029,1713001029,15,8995.125076,6753.546632,-2241.5784440000007
1030,1713001030,10,2620.725373,2617.540109,-3.1852640000001884
1031,1713001031,11,9457.253266,9457.253266,0.0
1032,1713001032,15,11387.471194,11274.990847,-112.48034700000062
1033,1713001033,16,7197.717908,6644.59877,-553.119138
1034,1713001034,14,6710.14206,8891.526517,2181.384457
1035,1713001035,16,12313.076681,12313.076681,0.0
1036,1713001036,15,6256.85084,7696.694585,1439.8437450000001
1037,1713001037,16,11121.027896,10720.833172,-400.19472399999904
1038,1713001038,10,9827.175652,9655.663651,-171.51200099999915
1039,1713001039,16,9016.200246,9016.200246,0.0
1040,1713001040,14,8507.899822,8646.370041,138.47021900000072
1041,1713001041,12,6920.336544,6920.336544,0.0
1042,1713001042,14,2455.661664,2365.793439,-89.86822500000017
1043,1713001043,15,9357.973315,9291.167953,-66.80536199999915
1044,1713001044,12,10455.577824,10503.472596,47.89477199999965
1045,1713001045,11,9871.486159,9871.486159,0.0
1046,1713001046,12,9735.777913,9899.172432,163.3945189999995
1047,1713001047,10,13092.057271,13092.057271,0.0
1048,1713001048,11,8113.870686,8113.870686,0.0
1049,1713001049,15,9442.039649,9442.039649,0.0
1050,1713001050,16,1984.546911,1972.54931,-11.997600999999804
1051,1713001051,16,8588.844717,8588.844717,0.0
1052,1713001052,13,6021.091069,6021.091069,0.0
1053,1713001053,13,12268.330513,12635.214339,366.8838259999993
1054,1713001054,14,1914.123791,1927.427191,13.30340000000001
1055,1713001055,13,7412.302565,7412.302565,0.0
1056,1713001056,14,6485.677669,7932.98074,1447.3030710000003
1057,1713001057,13,8873.242565,8584.414047,-288.82851800000026
1058,1713001058,15,2814.367252,2583.023575,-231.34367699999984
1059,1713001059,10,12988.075213,12988.075213,0.0
1060,1713001060,16,7752.575831,7570.419119,-182.15671199999997
1061,1713001061,11,7101.361932,7101.361932,0.0
1062,1713001062,10,2688.194159,2812.269299,124.07513999999992
1063,1713001063,10,8839.088339,8839.088339,0.0
1064,1713001064,10,7569.490867,7439.738082,-129.75278500000059
1065,1713001065,11,11493.721619,11493.721619,0.0
1066,1713001066,15,1480.216928,1483.490906,3.2739779999999428
1067,1713001067,15,10012.440061,10012.440061,0.0
1068,1713001068,12,10125.457385,9801.85158,-323.60580499999924
1069,1713001069,15,10215.773472,10215.773472,0.0
1070,1713001070,14,2573.010854,2961.090468,388.07961399999976
1071,1713001071,10,9679.202506,9679.202506,0.0
1072,1713001072,16,8451.796829,5217.823069,-3233.9737600000008
1073,1713001073,12,10201.781457,10201.781457,0.0
1074,1713001074,16,4075.221281,4526.457217,451.23593600000004
1075,1713001075,13,9568.692982,9568.692982,0.0
1076,1713001076,13,10850.856488,10167.985795,-682.8706929999989
1077,1713001077,10,10225.47315,10225.47315,0.0
1078,1713001078,13,7139.577417,8629.090384,1489.5129669999988
1079,1713001079,14,12082.878179,12082.878179,0.0
1080,1713001080,16,9106.793028,9106.793028,0.0
1081,1713001081,16,9135.476781,9069.499804,-65.97697700000026
1082,1713001082,12,5086.140952,2695.830585,-2390.3103669999996
1083,1713001083,15,8771.373891,8771.373891,0.0
1084,1713001084,13,9682.432741,9461.675531,-220.75720999999976
1085,1713001085,11,9575.942104,9575.942104,0.0
1086,1713001086,15,10940.686642,11098.16691,157.48026799999934
1087,1713001087,12,8895.358786,8895.358786,0.0
1088,1713001088,11,9010.967476,8127.661731,-883.3057449999997
1089,1713001089,14,10033.066808,10093.368473,60.30166500000087
1090,1713001090,11,2497.177876,2583.409829,86.23195299999998
1091,1713001091,11,10664.591592,10664.591592,0.0
1092,1713001092,13,10205.229438,10153.330263,-51.89917500000047
1093,1713001093,13,10849.228342,10849.228342,0.0
1094,1713001094,16,3650.976715,2672.332455,-978.6442599999996
1095,1713001095,14,11297.30902,11297.30902,0.0
1096,1713001096,12,9534.668712,9534.668712,0.0
1097,1713001097,14,7433.451615,7433.451615,0.0
1098,1713001098,13,1886.666368,1901.649886,14.983518000000004
1099,1713001099,13,10444.992702,10444.992702,0.0
1100,1713001100,16,9739.115122,9639.667295,-99.44782699999996
1101,1713001101,16,9456.936112,9456.936112,0.0
1102,1713001102,14,8201.506924,2873.590652,-5327.9162719999995
1103,1713001103,15,9434.343255,9397.651855,-36.6913999999997
1104,1713001104,15,9771.53496,9692.97778,-78.55718000000161
1105,1713001105,15,5853.799558,5853.799558,0.0
1106,1713001106,10,9156.818536,9105.755887,-51.06264900000133
1107,1713001107,12,12742.260967,12727.193755,-15.067211999999927
1108,1713001108,16,4566.390815,3542.687004,-1023.7038109999999
1109,1713001109,13,11234.386373,11234.386373,0.0
